URL,Fiyat,Baslik,İl,İlçe,Mahalle,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Krediye Uygunluk,Yatırıma Uygunluk,Tapu Durumu,Site İçerisinde,Eşya Durumu,Takas,Banyo Sayısı,Fiyat Durumu,Aciklama,Yapı Durumu,Yapı Tipi,Kira Getirisi,Balkon Durumu,Balkon Sayısı,Balkon Tipi,İpotek Durumu,Aidat,Banyo Metrekare,Balkon Metrekare,Salon Metrekare,WC Sayısı,WC Metrekare,Ada,Parsel,Görüntülü Gezilebilir mi?,Zemin Etüdü,Kattaki Daire Sayısı
https://www.emlakjet.com/ilan/kw-cobans-tan-kazimdirik-bornova-115-m-31-satilik-daire-cift-balkonlu-bakimli-bina-18088437,5.200.000 TL,,İzmir,Bornova,Kazımdirik Mahallesi,18088437,18 Eylül 2025,27 Kasım 2025,Konut,Satılık,Daire,110 m²,115 m²,3+1,21 Ve Üzeri,5.Kat,5,Merkezi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Yatırıma Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18088437İlan Oluşturma Tarihi18 Eylül 2025İlan Güncelleme Tarihi27 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare110 m²Brüt Metrekare115 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat5.KatBinanın Kat Sayısı5Isıtma TipiMerkezi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukYatırıma UygunYapı Durumuİkinci ElYapı TipiKagirTapu DurumuKat MülkiyetiSite İçerisindeHayırİpotek DurumuYokEşya DurumuBoşAidat1 TLKira Getirisi35000 TLTakasYokBanyo Sayısı1Banyo Metrekare6 m²Balkon DurumuVarBalkon Sayısı2Balkon TipiAçık BalkonBalkon Metrekare10 m²Salon Metrekare30 m²WC Sayısı2WC Metrekare4 m²Ada47Parsel31Fiyat DurumuGenel FiyatGörüntülü Gezilebilir mi?EvetZemin EtüdüVarDaha Fazla Gör,İkinci El,Kagir,35000 TL,Var,2.0,Açık Balkon,Yok,1 TL,6 m²,10 m²,30 m²,2.0,4 m²,47.0,31.0,Evet,Var,
https://www.emlakjet.com/ilan/universite-ve-metro-yakini-2-yuzme-havuzlu7-24-guvenlik-18189221,6.650.000 TL,,İzmir,Bornova,Kazımdirik Mahallesi,18189221,,05 Kasım 2025,Konut,Satılık,Daire,44 m²,60 m²,1+1,0 (Yeni),1.Kat,10,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Evet,Boş,Yok,1,Genel Fiyat,İlan Numarası18189221İlan Güncelleme Tarihi05 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare44 m²Brüt Metrekare60 m²Oda Sayısı1+1Binanın Yaşı0 (Yeni)Bulunduğu Kat1.KatBinanın Kat Sayısı10Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeEvetEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-narova-2-etap-satilik-21-daire-18089760,11.750.000 TL,,İzmir,Bornova,Karacaoğlan Mahallesi,18089760,19 Eylül 2025,26 Kasım 2025,Konut,Satılık,Daire,110 m²,157 m²,2+1,5-10,19.Kat,20,Merkezi (Pay Ölçer),Mülk Sahibi Oturuyor,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Evet,Boş,Yok,2,Genel Fiyat,İlan Numarası18089760İlan Oluşturma Tarihi19 Eylül 2025İlan Güncelleme Tarihi26 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare110 m²Brüt Metrekare157 m²Oda Sayısı2+1Binanın Yaşı5-10Bulunduğu Kat19.KatBinanın Kat Sayısı20Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeEvetEşya DurumuBoşTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-merkez-de-fiyat-dustu-muhtesem-konumlu-bakimli-31-18214775,3.950.000 TL,,İzmir,Bornova,Erzene Mahallesi,18214775,,10 Ekim 2025,Konut,Satılık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,7.Kat,7,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18214775İlan Güncelleme Tarihi10 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare110 m²Brüt Metrekare120 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat7.KatBinanın Kat Sayısı7Isıtma TipiKombi DoğalgazKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-mevlana-mahallesinde-11-esyali-satilik-daire-18169515,3.450.000 TL,,İzmir,Bornova,Mevlana Mahallesi,18169515,03 Ekim 2025,28 Kasım 2025,Konut,Satılık,Daire,45 m²,50 m²,1+1,0 (Yeni),Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Krediye Uygun,,Kat Mülkiyeti,Hayır,,,1,Genel Fiyat,İlan Numarası18169515İlan Oluşturma Tarihi03 Ekim 2025İlan Güncelleme Tarihi28 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare45 m²Brüt Metrekare50 m²Oda Sayısı1+1Binanın Yaşı0 (Yeni)Bulunduğu KatDüz Giriş (Zemin)Binanın Kat Sayısı3Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunTapu DurumuKat MülkiyetiSite İçerisindeHayırBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/ibf-den-bornova-evka-3-te-kapali-otoparkli-havuzlu-ozel-site-18187294,24.790.000 TL,,İzmir,Bornova,Erzene Mahallesi,18187294,,09 Ekim 2025,Konut,Satılık,Daire,142 m²,185 m²,4+1,0 (Yeni),Bahçe Katı,4,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Evet,Boş,Var,2,Genel Fiyat,İlan Numarası18187294İlan Güncelleme Tarihi09 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare142 m²Brüt Metrekare185 m²Oda Sayısı4+1Binanın Yaşı0 (Yeni)Bulunduğu KatBahçe KatıBinanın Kat Sayısı4Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeEvetEşya DurumuBoşTakasVarBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/sertac-gayrimenkulden-2artibir-110m-kapali-mutfak-daireler-18109499,6.750.000 TL,,İzmir,Bornova,Kızılay Mahallesi,18109499,22 Eylül 2025,29 Kasım 2025,Konut,Satılık,Daire,100 m²,110 m²,2+1,0 (Yeni),3.Kat,4,Kombi Doğalgaz,Boş,Krediye Uygun,,Kooperatiften Tapu,Hayır,,,1,Genel Fiyat,İlan Numarası18109499İlan Oluşturma Tarihi22 Eylül 2025İlan Güncelleme Tarihi29 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare100 m²Brüt Metrekare110 m²Oda Sayısı2+1Binanın Yaşı0 (Yeni)Bulunduğu Kat3.KatBinanın Kat Sayısı4Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunTapu DurumuKooperatiften TapuSite İçerisindeHayırBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/yasar-uni-yakini-kismi-esyali-galata-rezidans-satilik-21-daire-18291431,8.600.000 TL,,İzmir,Bornova,Kazımdirik Mahallesi,18291431,,23 Ekim 2025,Konut,Satılık,Daire,65 m²,75 m²,2+1,4,2.Kat,7,VRV,Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Evet,Eşyalı,Yok,1,Genel Fiyat,İlan Numarası18291431İlan Güncelleme Tarihi23 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare65 m²Brüt Metrekare75 m²Oda Sayısı2+1Binanın Yaşı4Bulunduğu Kat2.KatBinanın Kat Sayısı7Isıtma TipiVRVKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeEvetEşya DurumuEşyalıTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/mevlana-de-kose-konumda-satilik-komple-bina-18249660,25.000.000 TL,,İzmir,Bornova,Mevlana Mahallesi,18249660,,16 Ekim 2025,Konut,Satılık,Müstakil Ev,900 m²,1.000 m²,2+1,21 Ve Üzeri,,6,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Hisseli Tapu,Hayır,Boş,Var,2,Genel Fiyat,İlan Numarası18249660İlan Güncelleme Tarihi16 Ekim 2025TürüKonutKategorisiSatılıkTipiMüstakil EvNet Metrekare900 m²Brüt Metrekare1.000 m²Oda Sayısı2+1Binanın Yaşı21 Ve ÜzeriBinanın Kat Sayısı6Isıtma TipiKombi DoğalgazKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuHisseli TapuEşya DurumuBoşSite İçerisindeHayırTakasVarBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/izmir-bornova-goldiva-familya-sitesi-31-havuz-cephe-bos-satilik-18197277,10.600.000 TL,,İzmir,Bornova,Meriç Mahallesi,18197277,,13 Ekim 2025,Konut,Satılık,Daire,122 m²,179 m²,3+1,3,5.Kat,9,Merkezi (Pay Ölçer),Boş,Krediye Uygun Değil,Bilinmiyor,Kat Mülkiyeti,Evet,Boş,Yok,2,Genel Fiyat,İlan Numarası18197277İlan Güncelleme Tarihi13 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare122 m²Brüt Metrekare179 m²Oda Sayısı3+1Binanın Yaşı3Bulunduğu Kat5.KatBinanın Kat Sayısı9Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuBoşKrediye UygunlukKrediye Uygun DeğilYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeEvetEşya DurumuBoşTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-tuval-yapi-da-buyuk-tip-satilik-11-daire-18190877,4.200.000 TL,,İzmir,Bornova,Barbaros Mahallesi,18190877,,09 Ekim 2025,Konut,Satılık,Daire,55 m²,60 m²,1+1,0 (Yeni),1.Kat,13,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18190877İlan Güncelleme Tarihi09 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare55 m²Brüt Metrekare60 m²Oda Sayısı1+1Binanın Yaşı0 (Yeni)Bulunduğu Kat1.KatBinanın Kat Sayısı13Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-merkez-21-satilik-kapali-mutfak-18294635,3.050.000 TL,,İzmir,Bornova,Ergene Mahallesi,18294635,,08 Kasım 2025,Konut,Satılık,Daire,90 m²,97 m²,2+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18294635İlan Güncelleme Tarihi08 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare90 m²Brüt Metrekare97 m²Oda Sayısı2+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat4.KatBinanın Kat Sayısı4Isıtma TipiKombi DoğalgazKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/gho-life-dan-pinarbasi-gurpinar-mallesinde-11-satlik-daire-18144469,2.750.000 TL,,İzmir,Bornova,Gürpınar Mahallesi,18144469,,27 Ekim 2025,Konut,Satılık,Daire,70 m²,84 m²,1+1,11-15,2.Kat,3,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,,Kat Mülkiyeti,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18144469İlan Güncelleme Tarihi27 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare70 m²Brüt Metrekare84 m²Oda Sayısı1+1Binanın Yaşı11-15Bulunduğu Kat2.KatBinanın Kat Sayısı3Isıtma TipiKombi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYapı Durumuİkinci ElTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşAidat200 TLKira Getirisi35 TLTakasYokBanyo Sayısı1WC Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,İkinci El,,35 TL,,,,,200 TL,,,,2.0,,,,,,
https://www.emlakjet.com/ilan/modda-bulvar-11-yuksek-kira-getirili-satilik-daire-18272579,4.300.000 TL,,İzmir,Bornova,Koşukavak Mahallesi,18272579,,20 Ekim 2025,Konut,Satılık,Daire,41 m²,58 m²,1+1,1,10.Kat,24,Merkezi (Pay Ölçer),Kiracı Oturuyor,Bilinmiyor,,Kat İrtifakı,Hayır,,Var,1,Genel Fiyat,İlan Numarası18272579İlan Güncelleme Tarihi20 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare41 m²Brüt Metrekare58 m²Oda Sayısı1+1Binanın Yaşı1Bulunduğu Kat10.KatBinanın Kat Sayısı24Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuKiracı OturuyorKrediye UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırTakasVarBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/camdibi-kordon-birlik-okuluna-yakin-genis-21-daire-firsat-18206299,4.250.000 TL,,İzmir,Bornova,Gazi Osman Paşa Mahallesi,18206299,,08 Ekim 2025,Konut,Satılık,Daire,100 m²,110 m²,2+1,21 Ve Üzeri,3.Kat,3,Klimalı,Mülk Sahibi Oturuyor,Krediye Uygun,Yatırıma Uygun,Kat Mülkiyeti,Hayır,,Var,1,Genel Fiyat,İlan Numarası18206299İlan Güncelleme Tarihi08 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare100 m²Brüt Metrekare110 m²Oda Sayısı2+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat3.KatBinanın Kat Sayısı3Isıtma TipiKlimalıKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukYatırıma UygunYapı Durumuİkinci ElYapı TipiBetonarmeTapu DurumuKat MülkiyetiSite İçerisindeHayırKira Getirisi25000 TLTakasVarBanyo Sayısı1Balkon DurumuVarBalkon Sayısı2Balkon TipiAçık BalkonWC Sayısı1Ada0Parsel11646Fiyat DurumuGenel FiyatDaha Fazla Gör,İkinci El,Betonarme,25000 TL,Var,2.0,Açık Balkon,,,,,,1.0,,0.0,11646.0,,,
https://www.emlakjet.com/ilan/bornova-evka3-de-satilik-41-tripleks-villa-18145469,14.500.000 TL,,İzmir,Bornova,Evka 3 Mahallesi,18145469,29 Eylül 2025,26 Kasım 2025,Konut,Satılık,Villa,180 m²,220 m²,4+1,21 Ve Üzeri,,3,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun Değil,,Kat Mülkiyeti,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18145469İlan Oluşturma Tarihi29 Eylül 2025İlan Güncelleme Tarihi26 Kasım 2025TürüKonutKategorisiSatılıkTipiVillaNet Metrekare180 m²Brüt Metrekare220 m²Oda Sayısı4+1Binanın Yaşı21 Ve ÜzeriBinanın Kat Sayısı3Isıtma TipiKombi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye Uygun DeğilYapı Durumuİkinci ElTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1WC Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,İkinci El,,,,,,,,,,,1.0,,,,,,
https://www.emlakjet.com/ilan/izmir-bornova-zafer-de-satilik-mustakil-bahceli-ev-18282391,3.250.000 TL,,İzmir,Bornova,Zafer Mahallesi,18282391,22 Ekim 2025,26 Kasım 2025,Konut,Satılık,Residence,98 m²,106 m²,3+1,21 Ve Üzeri,Yüksek Giriş,1,Klimalı,Kiracı Oturuyor,Krediye Uygun,Yatırıma Uygun,Arsa Tapulu,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18282391İlan Oluşturma Tarihi22 Ekim 2025İlan Güncelleme Tarihi26 Kasım 2025TürüKonutKategorisiSatılıkTipiResidenceNet Metrekare98 m²Brüt Metrekare106 m²Oda Sayısı3+1Binanın Yaşı21 Ve ÜzeriBulunduğu KatYüksek GirişBinanın Kat Sayısı1Isıtma TipiKlimalıKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukYatırıma UygunYapı Durumuİkinci ElYapı TipiBetonarmeTapu DurumuArsa TapuluSite İçerisindeHayırİpotek DurumuYokEşya DurumuBoşTakasYokBanyo Sayısı1Balkon DurumuVarBalkon Sayısı1Balkon TipiAçık BalkonWC Sayısı1Ada0Parsel10621Fiyat DurumuGenel FiyatDaha Fazla Gör,İkinci El,Betonarme,,Var,1.0,Açık Balkon,Yok,,,,,1.0,,0.0,10621.0,,,
https://www.emlakjet.com/ilan/bornova-merkezde-ataduraginda-21-satilik-daire-18063902,3.450.000 TL,,İzmir,Bornova,Erzene Mahallesi,18063902,14 Eylül 2025,27 Kasım 2025,Konut,Satılık,Daire,100 m²,110 m²,2+1,5-10,Bahçe Katı,5,Kombi Doğalgaz,Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18063902İlan Oluşturma Tarihi14 Eylül 2025İlan Güncelleme Tarihi27 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare100 m²Brüt Metrekare110 m²Oda Sayısı2+1Binanın Yaşı5-10Bulunduğu KatBahçe KatıBinanın Kat Sayısı5Isıtma TipiKombi DoğalgazKullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-maceraparkin-orda-satilik-21-3-cepheli-18180397,5.600.000 TL,,İzmir,Bornova,Atatürk Mahallesi,18180397,,09 Ekim 2025,Konut,Satılık,Daire,90 m²,110 m²,2+1,16-20,Yüksek Giriş,6,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Bilinmiyor,Kat Mülkiyeti,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18180397İlan Güncelleme Tarihi09 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare90 m²Brüt Metrekare110 m²Oda Sayısı2+1Binanın Yaşı16-20Bulunduğu KatYüksek GirişBinanın Kat Sayısı6Isıtma TipiKombi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat MülkiyetiSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/31-bornova-camdibi-merkezi-lokasyonda-satilik-daire-18279031,8.250.000 TL,,İzmir,Bornova,Barbaros Mahallesi,18279031,,22 Ekim 2025,Konut,Satılık,Daire,135 m²,145 m²,3+1,11-15,5.Kat,8,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Hayır,Boş,Yok,2,Genel Fiyat,İlan Numarası18279031İlan Güncelleme Tarihi22 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare135 m²Brüt Metrekare145 m²Oda Sayısı3+1Binanın Yaşı11-15Bulunduğu Kat5.KatBinanın Kat Sayısı8Isıtma TipiKombi DoğalgazKullanım DurumuMülk Sahibi OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeHayırEşya DurumuBoşTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/izmir-bornova-evka-3-te-kapali-otoparkli-havuzlu-cok-ozel-site-18218703,24.125.000 TL,,İzmir,Bornova,Erzene Mahallesi,18218703,,10 Ekim 2025,Konut,Satılık,Daire,142 m²,185 m²,4+1,0 (Yeni),Bahçe Katı,4,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Evet,Boş,Var,2,Genel Fiyat,İlan Numarası18218703İlan Güncelleme Tarihi10 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare142 m²Brüt Metrekare185 m²Oda Sayısı4+1Binanın Yaşı0 (Yeni)Bulunduğu KatBahçe KatıBinanın Kat Sayısı4Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorTapu DurumuKat İrtifakıSite İçerisindeEvetEşya DurumuBoşTakasVarBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,,,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-point-residence-satilik-studyo-10-daire-18211921,3.000.000 TL,,İzmir,Bornova,Yeşilova Mahallesi,18211921,,09 Ekim 2025,Konut,Satılık,Daire,40 m²,46 m²,Stüdyo,0 (Yeni),8.Kat,45,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Hayır,,Yok,1,Genel Fiyat,İlan Numarası18211921İlan Güncelleme Tarihi09 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare40 m²Brüt Metrekare46 m²Oda SayısıStüdyoBinanın Yaşı0 (Yeni)Bulunduğu Kat8.KatBinanın Kat Sayısı45Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorYapı DurumuSıfırYapı TipiBetonarmeTapu DurumuKat İrtifakıSite İçerisindeHayırTakasYokBanyo Sayısı1Fiyat DurumuGenel FiyatDaha Fazla Gör,Sıfır,Betonarme,,,,,,,,,,,,,,,,
https://www.emlakjet.com/ilan/bornova-da-21-satilik-daire-18080430,4.400.000 TL,,İzmir,Bornova,Erzene Mahallesi,18080430,17 Eylül 2025,29 Kasım 2025,Konut,Satılık,Daire,90 m²,95 m²,2+1,21 Ve Üzeri,1.Kat,6,Kombi Doğalgaz,Kiracı Oturuyor,Krediye Uygun,Yatırıma Uygun,Kat Mülkiyeti,Hayır,Boş,Yok,1,Genel Fiyat,İlan Numarası18080430İlan Oluşturma Tarihi17 Eylül 2025İlan Güncelleme Tarihi29 Kasım 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare90 m²Brüt Metrekare95 m²Oda Sayısı2+1Binanın Yaşı21 Ve ÜzeriBulunduğu Kat1.KatBinanın Kat Sayısı6Isıtma TipiKombi DoğalgazKullanım DurumuKiracı OturuyorKrediye UygunlukKrediye UygunYatırıma UygunlukYatırıma UygunYapı Durumuİkinci ElYapı TipiBetonarmeTapu DurumuKat MülkiyetiSite İçerisindeHayırİpotek DurumuYokEşya DurumuBoşTakasYokBanyo Sayısı1Banyo Metrekare6 m²Balkon DurumuVarBalkon Sayısı2Balkon TipiAçık BalkonBalkon Metrekare15 m²Salon Metrekare23 m²WC Sayısı1Fiyat DurumuGenel FiyatGörüntülü Gezilebilir mi?EvetZemin EtüdüVarDaha Fazla Gör,İkinci El,Betonarme,,Var,2.0,Açık Balkon,Yok,,6 m²,15 m²,23 m²,1.0,,,,Evet,Var,
https://www.emlakjet.com/ilan/bornova-point-residence-satilik-31-daire-18211926,7.900.000 TL,,İzmir,Bornova,Yeşilova Mahallesi,18211926,,09 Ekim 2025,Konut,Satılık,Daire,115 m²,140 m²,3+1,0 (Yeni),8.Kat,45,Merkezi (Pay Ölçer),Boş,Krediye Uygun,Bilinmiyor,Kat İrtifakı,Hayır,,Yok,2,Genel Fiyat,İlan Numarası18211926İlan Güncelleme Tarihi09 Ekim 2025TürüKonutKategorisiSatılıkTipiDaireNet Metrekare115 m²Brüt Metrekare140 m²Oda Sayısı3+1Binanın Yaşı0 (Yeni)Bulunduğu Kat8.KatBinanın Kat Sayısı45Isıtma TipiMerkezi (Pay Ölçer)Kullanım DurumuBoşKrediye UygunlukKrediye UygunYatırıma UygunlukBilinmiyorYapı DurumuSıfırYapı TipiBetonarmeTapu DurumuKat İrtifakıSite İçerisindeHayırTakasYokBanyo Sayısı2Fiyat DurumuGenel FiyatDaha Fazla Gör,Sıfır,Betonarme,,,,,,,,,,,,,,,,
